lat;lon;number_sensors
9.994061838239908;49.798273467625656;1.0
9.9821966;49.80178915;1.0
9.97222408288252;49.804946091681785;1.0
9.932493545822355;49.76061367768705;1.0
9.959367131910572;49.735986058489495;1.0
9.920242570625893;49.79655749732554;1.0
9.923759953355145;49.80188778280043;1.0
9.99201535;49.8038238;1.0
9.977768431788784;49.78430142212197;1.0
9.91923705;49.77275405000001;1.0
9.962707376942962;49.82248354463143;1.0
9.945267967276424;49.759684448028096;1.0
9.96651342423571;49.82197244696357;1.0
9.975993306879637;49.78060422325572;1.0
9.937682623487463;49.78340566429719;1.0
9.929022991402762;49.79260607431484;1.0
9.964540279205565;49.808829274972254;1.0
9.962985084353932;49.796372717254;1.0
9.877340461548638;49.8181832834631;1.0
9.958225499999998;49.77308924999999;1.0
9.942079349503024;49.75125778974335;1.0
9.932951691426652;49.74464318346055;1.0
9.95296524031301;49.76373511521411;1.0
9.932150498609916;49.79172661503855;1.0
9.968486050000003;49.81527430000001;1.0
9.980413493137323;49.80380033228033;1.0
9.964793747493145;49.742817516612206;1.0
9.987498049715418;49.80851159941119;1.0
9.952407794104989;49.779311140753784;1.0
9.955842793009943;49.79122684613425;1.0
9.959766598982311;49.79550733278838;1.0
9.958434993159502;49.79594464149169;1.0
9.972141105311644;49.81422083800271;1.0
9.952940949512342;49.796618498274974;1.0
9.9413382;49.77790850000001;1.0
9.9231398;49.82374655;1.0
9.906887742252056;49.792136053757716;1.0
9.8843664087885;49.810104284550505;1.0
9.963072687191325;49.809010305500145;1.0
9.964222842564306;49.76033044108652;1.0
9.93841976406832;49.784355951350925;1.0
9.974857384731965;49.812523288538884;1.0
9.914703037188755;49.77665151815667;1.0
9.931860335771017;49.78977778795343;1.0
9.940774421753954;49.76056510753824;1.0
9.951339861919738;49.789591660818914;1.0
9.965900806863118;49.79595637278782;1.0
9.956241084496813;49.73615938303115;1.0
9.962217559700973;49.74703827378057;1.0
9.943843610702642;49.753590170003726;1.0
9.981946591653873;49.81291653598289;1.0
9.926632426938232;49.7980049812041;1.0
9.9226883;49.8225874;1.0
9.96995893408142;49.75394979746439;1.0
9.932235847527297;49.79050258374046;1.0
9.960035678592893;49.8218926497746;1.0
9.948738100110152;49.76352501667297;1.0
9.961605688773796;49.73931964540185;1.0
9.983414138801793;49.79995137079004;1.0
9.963762268631472;49.820208314783955;1.0
9.929275101708651;49.78768598402155;1.0
9.914925599999998;49.78675964999999;1.0
9.98951440748866;49.809693585784;1.0
9.99282039615618;49.80508434739443;1.0
9.930295923292725;49.788883247790785;1.0
9.97157305;49.72184470000001;1.0
9.916282919992836;49.829860741419076;1.0
9.958924060971867;49.78729415804672;1.0
9.95868810597056;49.73953578502256;1.0
9.922818158902801;49.81409479350136;1.0
9.9208916;49.82991770000001;1.0
9.924286125066516;49.788340995746616;1.0
9.934013081423103;49.77789635812624;1.0
9.96141870940764;49.750438565358685;1.0
9.990636981611548;49.803339392707024;1.0
9.880509099495287;49.80699874695127;1.0
9.959373599368183;49.815737122895754;1.0
9.986203339960346;49.81427669138989;1.0
9.949045386891898;49.773404731730395;1.0
9.964967957472869;49.73829873512884;1.0
9.939973531690123;49.78455111531476;1.0
9.971898207965703;49.81532025135214;1.0
9.939868658650818;49.78201652941824;1.0
9.935312394007344;49.79192220635385;1.0
9.958819945073369;49.815674525210504;1.0
9.87930325;49.80643685;1.0
9.95512347617153;49.79603789177886;1.0
9.954780253338727;49.74152567850402;1.0
9.964528322052825;49.792383567564315;1.0
9.961190260155485;49.818891820368;1.0
9.964132817709569;49.82151913333573;1.0
9.94538041163191;49.779044172172995;1.0
9.95310545;49.73878664999999;1.0
