lat;lon;number_sensors
9.983623049999998;49.8136092;1.0
9.92744282131052;49.79625113358245;1.0
9.927563265426356;49.79717908132516;1.0
9.966715324231073;49.75828123137578;1.0
9.954104245864787;49.76012545161222;1.0
9.978151887266996;49.798368068921135;1.0
9.9627145;49.8139829;1.0
9.932991900000001;49.74532765;1.0
9.976550162297556;49.80811561375637;1.0
9.97573115;49.80296985;1.0
9.96963635;49.7263662;1.0
9.942403447709783;49.764081131078854;1.0
9.981265424317957;49.81251461325177;1.0
9.960871506559632;49.791063344167966;1.0
9.98216451404766;49.80057084094011;1.0
9.960607267930783;49.72311585111557;1.0
9.987581647741894;49.8050004037696;1.0
9.888130182687107;49.81495080380215;1.0
9.982345767966446;49.81169247219336;1.0
9.929891510818397;49.788451215946324;1.0
9.97519314547396;49.80854513055925;1.0
9.967828183617137;49.822486623304904;1.0
9.972338944471684;49.79069812120425;1.0
9.933556709878932;49.79902170341771;1.0
9.920095890025161;49.81153083682311;1.0
9.93370290413517;49.7944567768521;1.0
9.982536845656588;49.803430620745964;1.0
9.90075903902788;49.79042889965719;1.0
9.9493185;49.77448030000001;1.0
9.931510389605904;49.7688020792233;1.0
9.936768880623683;49.77972701811655;1.0
9.969750985497338;49.81877949617298;1.0
9.958934236272457;49.73601012945466;1.0
9.959476628810584;49.766957003797046;1.0
9.955443495513249;49.78830358324446;1.0
9.963737108692683;49.721481497701596;1.0
9.928151970449118;49.792160077568596;1.0
9.960561155697004;49.789918618788356;1.0
9.93056763897648;49.760112385994226;1.0
9.91749625;49.77123815;1.0
9.969170066965443;49.719198578106926;1.0
9.953014590316476;49.79645297076647;1.0
9.93219454918979;49.79688897628222;1.0
9.96236248198118;49.717599862303636;1.0
9.935170416088363;49.7909282824173;1.0
9.8939933;49.76937945;1.0
9.931557078592002;49.76668984493635;1.0
9.952742167078384;49.76271816771187;1.0
9.9516132;49.78461005000001;1.0
9.9380504;49.7733895;1.0
9.930839418521812;49.767864601639936;1.0
9.933205998734495;49.79555382735324;1.0
9.944867373562642;49.80169665400438;1.0
9.89425044217057;49.79501783268925;1.0
9.957409760168693;49.759621971272146;1.0
9.96184710289288;49.82502711685208;1.0
9.964634956754976;49.81650987744339;1.0
9.96032148871971;49.736007344767934;1.0
9.98447225;49.8022755;1.0
9.980326502161764;49.75090870552143;1.0
9.938202900000004;49.76237635;1.0
9.928403203771355;49.79097414596592;1.0
9.9509483695838;49.80363935648782;1.0
9.880396320241523;49.808762755638476;1.0
9.93860215;49.76368025000001;1.0
9.94777294008597;49.80177066998263;1.0
9.956146868013033;49.73626789726611;1.0
9.96203039109959;49.73872916683175;1.0
9.919574483993973;49.76743440651501;1.0
9.935492404831551;49.76146057137061;1.0
9.95731365;49.81891625;1.0
9.987770990418305;49.81226256636341;1.0
9.887871702686157;49.81128242120711;1.0
9.967031160769519;49.75836646613504;1.0
9.891817219938547;49.80249109734528;1.0
9.99208855;49.8038318;1.0
9.946568796310908;49.76367273371213;1.0
9.875590546441265;49.81650638890167;1.0
9.98903924612586;49.80876766498066;1.0
